"no";"dong";"AptName";"code";"buildYear";"jibun";"lat";"lng";"img"
1404;"쌍문동";"솔밭노블리안";"11320";"2019";"733";"37.6522545";"127.0304855";""
1405;"쌍문동";"북한산 코오롱 하늘채";"11320";"2014";"732";"37.6522545";"127.0304855";""
1406;"쌍문동";"쌍문동삼성래미안";"11320";"2002";"725";"37.6467678";"127.027929";""
1407;"쌍문동";"한양5";"11320";"1991";"59-3";"37.6559354";"127.0319325";""
1408;"쌍문동";"금호1";"11320";"1990";"199-1";"37.6589994";"127.033425";""
1409;"쌍문동";"대우파크빌";"11320";"1999";"159";"37.6553159";"127.0323146";""
1410;"쌍문동";"파라다이스빌";"11320";"2004";"727";"37.65584339999999";"127.0276577";""
1411;"쌍문동";"벽산송화프라자";"11320";"1997";"20";"37.6587508";"127.0347634";""
1412;"방학동";"신주아파트B";"11320";"2003";"695-21";"37.6641579";"127.0360852";""
1413;"방학동";"한화/성원아파트";"11320";"1996";"731";"37.66122259999999";"127.0316077";""
1414;"방학동";"방학 지음재힐스";"11320";"2018";"717-2";"37.6674038";"127.0447699";""
1415;"방학동";"방학E.S.A2아파트";"11320";"2003";"716-5";"37.6663859";"127.0455878";""
1416;"방학동";"방학E.S.A1아파트";"11320";"2003";"718-7";"37.66856200000001";"127.0454839";""
1417;"창동";"서울가든";"11320";"1992";"366";"37.6478368";"127.0445084";""
1418;"창동";"세인트라디움";"11320";"2002";"442-17";"37.6425106";"127.0413722";""
1419;"창동";"창동신도브래뉴1차";"11320";"2003";"820";"37.6560862";"127.0453524";""
1420;"창동";"동아그린";"11320";"1996";"805";"37.6544747";"127.0464077";""
1421;"창동";"보람아파트";"11320";"2004";"607-4";"37.6431247";"127.0402221";""
1422;"창동";"중흥에스클래스";"11320";"2001";"665-21";"37.64804609999999";"127.0390063";""
1423;"창동";"창동주공3단지(해등마을)";"11320";"1990";"347";"37.65004150000001";"127.0436076";""
1424;"창동";"대우그린";"11320";"2000";"814";"37.6463093";"127.0497224";""
1425;"도봉동";"동아에코빌";"11320";"2003";"654";"37.6814584";"127.0468345";""
1426;"도봉동";"극동";"11320";"1991";"81-1";"37.6824746";"127.0493723";""
1427;"쌍문동";"도봉 금강아미움 파크타운";"11320";"2018";"711";"37.6613476";"127.0381877";""
1428;"방학동";"방학동삼성래미안2";"11320";"2002";"715-12";"37.6650641";"127.0458053";""
1429;"방학동";"부영팰리스";"11320";"2002";"690-3";"37.6638949";"127.037417";""
1430;"방학동";"방학동삼성래미안1";"11320";"2002";"720-18";"37.6668979";"127.0473902";""
1431;"방학동";"극동아파트";"11320";"1993";"730";"37.6643234";"127.0268376";""
1432;"방학동";"동부센트레빌아파트";"11320";"2005";"689";"37.6636071";"127.0390268";""
1433;"창동";"창동한신휴플러스(621-69)";"11320";"2002";"621-69";"37.645691";"127.0348236";""
1434;"창동";"주공19단지(창동 리버타운)";"11320";"1989";"27";"37.649242";"127.0509338";""
1435;"창동";"창동현대4차";"11320";"2003";"818";"37.6588125";"127.0462219";""
1436;"창동";"DK포시즌";"11320";"2003";"442-33";"37.6423454";"127.041227";""
1437;"창동";"북한산한신휴플러스";"11320";"2007";"826";"37.6554883";"127.0427387";""
1438;"도봉동";"삼환도봉";"11320";"1987";"87";"37.6809076";"127.0486883";""
1439;"도봉동";"한양수자인";"11320";"2010";"657";"37.67449939999999";"127.0476796";""
1440;"쌍문동";"시그마팰리스";"11320";"2003";"575";"37.6583968";"127.0400754";""
1441;"쌍문동";"현대2";"11320";"1993";"50";"37.6591984";"127.0306616";""
1442;"쌍문동";"북한산월드메르디앙";"11320";"2005";"728";"37.6537818";"127.0136444";""
1443;"창동";"파크힐";"11320";"2013";"443-4";"37.6416387";"127.0411896";""
1444;"창동";"창동주공1단지";"11320";"1991";"305";"37.653627";"127.0394399";""
1445;"창동";"원산아파트33차";"11320";"2003";"661-13";"37.6491824";"127.0359196";""
1446;"창동";"수산트리플";"11320";"2004";"817";"37.6404265";"127.0340895";""
1447;"창동";"성원상떼빌";"11320";"2001";"743-15";"37.6607446";"127.0496053";""
1448;"쌍문동";"한양7";"11320";"1993";"158";"37.6560041";"127.0338322";""
1449;"쌍문동";"e편한세상";"11320";"2007";"731";"37.6496953";"127.027271";""
1450;"쌍문동";"미라보";"11320";"1995";"160";"37.6553186";"127.0316617";""
1451;"쌍문동";"젬스톤타운";"11320";"2008";"594";"37.6577451";"127.03938";""
1452;"방학동";"신주아파트(A동)";"11320";"2003";"695-10";"37.664066";"127.0359776";""
1453;"방학동";"성원아파트";"11320";"1996";"735";"37.6615064";"127.0358939";""
1454;"창동";"창동2차현대";"11320";"2001";"815";"37.6609417";"127.046112";""
1455;"창동";"영창하모니A";"11320";"2003";"582-21";"37.64112799999999";"127.0366809";""
1456;"창동";"하우니티";"11320";"2008";"661-10";"37.6495977";"127.036023";""
1457;"창동";"세명";"11320";"2004";"553-50";"37.638128";"127.0360681";""
1458;"도봉동";"양우내안애";"11320";"2005";"656";"37.6833323";"127.0493739";""
1459;"도봉동";"중흥에스-클래스";"11320";"2004";"51-12";"37.6848884";"127.0471375";""
1460;"쌍문동";"신라샤르망";"11320";"2004";"600";"37.657567";"127.0393018";""
1461;"쌍문동";"한솔캐스빌";"11320";"2002";"128-2";"37.6495812";"127.0299424";""
1462;"쌍문동";"쌍문리버뷰";"11320";"2019";"103-69";"37.6435716";"127.0311842";""
1463;"쌍문동";"피스플하우스";"11320";"1998";"68-1";"37.65616929999999";"127.0365149";""
1464;"방학동";"신동아아파트3";"11320";"1992";"530";"37.660255";"127.0232072";""
1465;"창동";"대동";"11320";"1999";"811";"37.6616531";"127.0441715";""
1466;"창동";"새울(715-25)";"11320";"2014";"715-25";"37.6543136";"127.0405428";""
1467;"도봉동";"현대성우";"11320";"1998";"642";"37.6763021";"127.0476373";""
1468;"도봉동";"유원도봉";"11320";"1990";"83";"37.6817702";"127.0502996";""
1469;"쌍문동";"에덴";"11320";"2001";"713";"37.6604107";"127.0396392";""
1470;"쌍문동";"신동아";"11320";"2003";"139-52";"37.649738";"127.0310441";""
1471;"방학동";"우암쎈스뷰아파트";"11320";"2003";"713-12";"37.6637245";"127.0456082";""
1472;"방학동";"성진파크뷰 아파트";"11320";"2019";"741";"37.6666657";"127.0337541";""
1473;"창동";"대림e-편한세상";"11320";"2003";"822";"37.6531585";"127.045654";""
1474;"창동";"금강101";"11320";"2002";"629-24";"37.6441812";"127.0357508";""
1475;"쌍문동";"신원2";"11320";"1998";"723";"37.6583229";"127.0358637";""
1476;"쌍문동";"풀내음아파트";"11320";"2007";"75-29";"37.6541198";"127.0355645";""
1477;"방학동";"효성하이타운아파트";"11320";"2002";"739";"37.6613225";"127.0329087";""
1478;"창동";"금호어울림";"11320";"2004";"823";"37.6563305";"127.0417";""
1479;"쌍문동";"삼보";"11320";"2003";"460-8";"37.6532731";"127.0219104";""
1480;"쌍문동";"쌍문금용";"11320";"1995";"321";"37.6492235";"127.0279696";""
1481;"쌍문동";"청화";"11320";"2000";"450";"37.6503112";"127.0227595";""
1482;"쌍문동";"원산";"11320";"2002";"138-33";"37.6507995";"127.0319255";""
1483;"방학동";"신동아타워아파트";"11320";"1997";"736";"37.66216989999999";"127.0287936";""
1484;"창동";"동도센트리움";"11320";"2009";"827";"37.6615891";"127.0452774";""
1485;"방학동";"신동아아파트5";"11320";"1998";"738";"37.6633879";"127.0286599";""
1486;"창동";"새울아파트";"11320";"2006";"608-167";"37.6452403";"127.0398844";""
1487;"창동";"금성파크B동";"11320";"2003";"665-26";"37.64841699999999";"127.0384066";""
1488;"도봉동";"도봉산리베니움";"11320";"2004";"571";"37.6856108";"127.0431091";""
1489;"도봉동";"서광";"11320";"1999";"643";"37.6783337";"127.0498458";""
1490;"월계동";"현대";"11350";"2000";"929";"37.6184726";"127.0626469";""
1491;"월계동";"풍림아이원";"11350";"2005";"944";"37.6165381";"127.0666289";""
1492;"월계동";"한진한화그랑빌";"11350";"2002";"18";"37.6176466";"127.0685939";""
1493;"월계동";"주공2";"11350";"1992";"556";"37.6281642";"127.0527347";""
1494;"월계동";"초안2";"11350";"1997";"924";"37.631264";"127.0429374";""
1495;"월계동";"극동";"11350";"1996";"803-1";"37.6291463";"127.0462466";""
1496;"월계동";"미륭";"11350";"1986";"13";"37.6244076";"127.0655937";""
1497;"월계동";"성북맨션";"11350";"1976";"383-40";"37.6224663";"127.0601929";""
1498;"월계동";"미성";"11350";"1986";"13";"37.6244076";"127.0655937";""
1499;"월계동";"사슴3";"11350";"1995";"320-11";"37.6316963";"127.0598354";""
1500;"월계동";"유원";"11350";"1998";"880";"37.6295628";"127.0452647";""
1501;"공릉동";"풍림아파트B";"11350";"2001";"727";"37.6282818";"127.0690945";""
1502;"공릉동";"임성아파트";"11350";"1997";"389-13";"37.6272472";"127.0757189";""
1503;"공릉동";"삼익아파트";"11350";"1995";"737";"37.626823";"127.0817341";""
1504;"공릉동";"현대성우아파트";"11350";"2000";"741";"37.6264957";"127.0774298";""
1505;"공릉동";"동부아파트";"11350";"1996";"705";"37.6280519";"127.0782557";""
1506;"공릉동";"태강아파트";"11350";"1999";"81";"37.6233407";"127.0830434";""
1507;"공릉동";"풍림아파트A";"11350";"2001";"725";"37.6290499";"127.0667534";""
1508;"공릉동";"우방아파트";"11350";"2000";"108";"37.6266384";"127.0872092";""
1509;"공릉동";"시영3차(라이프)아파트";"11350";"1994";"715";"37.6272665";"127.0685419";""
1510;"공릉동";"청솔아파트9";"11350";"2000";"90";"37.6213463";"127.0849529";""
1511;"공릉동";"한일휴니스빌";"11350";"2013";"683-14";"37.6175347";"127.0741865";""
1512;"공릉동";"청솔브레씽A동";"11350";"2003";"380-56";"37.6263182";"127.0708874";""
1513;"공릉동";"대아아파트1차";"11350";"1997";"740";"37.6238783";"127.0789484";""
1514;"공릉동";"세영아파트";"11350";"2006";"576-11";"37.6212687";"127.0737403";""
1515;"공릉동";"신성미소지움아파트";"11350";"2004";"756";"37.6247706";"127.0809425";""
1516;"공릉동";"화랑타운아파트";"11350";"2000";"111";"37.6234019";"127.0884994";""
1517;"공릉동";"미라쉘";"11350";"2018";"670-6";"37.6182324";"127.0763006";""
1518;"공릉동";"시영2단지(라이프)아파트";"11350";"1994";"707";"37.63054570000001";"127.0665319";""
1519;"공릉동";"대동아파트";"11350";"1999";"604-11";"37.6195174";"127.0725194";""
1520;"공릉동";"동신아파트";"11350";"1999";"745";"37.628077";"127.0768608";""
1521;"공릉동";"현대아파트";"11350";"1984";"230";"37.6260528";"127.0834938";""
1522;"공릉동";"하늘공원아파트(103동)";"11350";"2007";"222-15";"37.624732";"127.080278";""
1523;"공릉동";"삼익2차아파트";"11350";"2004";"754";"37.6258436";"127.0803516";""
1524;"공릉동";"하늘공원";"11350";"2006";"222";"37.6252315";"127.0803115";""
1525;"공릉동";"신원아파트";"11350";"2000";"370-4";"37.6277356";"127.0750309";""
1526;"공릉동";"하나플러스";"11350";"2004";"587-8";"37.6218523";"127.077622";""
1527;"공릉동";"동아하이빌아파트";"11350";"2002";"609-57";"37.61862139999999";"127.0727038";""
1528;"공릉동";"건영장미아파트";"11350";"1999";"744";"37.6290763";"127.0753632";""
1529;"하계동";"우성";"11350";"1988";"270";"37.6366317";"127.066364";""
1530;"하계동";"한신1";"11350";"1988";"284";"37.6378958";"127.0686347";""
1531;"하계동";"한신2";"11350";"1988";"284";"37.6378958";"127.0686347";""
1532;"하계동";"극동";"11350";"1988";"271-3";"37.6354318";"127.0644563";""
1533;"하계동";"하계2현대";"11350";"1997";"288";"37.6445702";"127.0718964";""
1534;"하계동";"현대";"11350";"1988";"270";"37.6366317";"127.066364";""
1535;"하계동";"학여울청구";"11350";"1999";"354";"37.6362848";"127.0613593";""
1536;"상계동";"동아불암";"11350";"1999";"1285";"37.6669249";"127.0797349";""
1537;"상계동";"보람1단지";"11350";"1988";"639";"37.66624669999999";"127.0649923";""
1538;"상계동";"수락리버시티4단지";"11350";"2009";"1313";"37.6859148";"127.0535291";""
1539;"상계동";"상계주공2(고층)";"11350";"1987";"740";"37.6498073";"127.0587425";""
1540;"상계동";"극동늘푸른";"11350";"2000";"1128";"37.677394";"127.0571539";""
1541;"상계동";"상계주공9(고층)";"11350";"1988";"670";"37.6628519";"127.0602666";""
1542;"상계동";"두산";"11350";"1994";"1110";"37.6773709";"127.0531456";""
1543;"상계동";"상계주공4(고층)";"11350";"1988";"749-5";"37.6500476";"127.0622139";""
1544;"상계동";"상계대림e편한세상";"11350";"2002";"1301";"37.6746488";"127.0508903";""
1545;"상계동";"미라보(성림)";"11350";"2006";"1320";"37.67480279999999";"127.0730618";""
1546;"상계동";"은빛2단지";"11350";"1998";"1256";"37.6799133";"127.0534466";""
1547;"상계동";"상계현대1차";"11350";"1993";"1055";"37.6729023";"127.052766";""
1548;"상계동";"한신2차";"11350";"1988";"451";"37.6647538";"127.0680815";""
1549;"상계동";"상계주공10(고층)";"11350";"1988";"666";"37.6629991";"127.05545";""
1550;"상계동";"보람2단지";"11350";"1988";"639";"37.66624669999999";"127.0649923";""
1551;"상계동";"상계주공7(고층)";"11350";"1988";"691";"37.6601098";"127.0623752";""
1552;"상계동";"성원상떼빌";"11350";"1999";"1283";"37.6603102";"127.0658341";""
1553;"상계동";"상계주공3(고층)";"11350";"1987";"730-2";"37.6523009";"127.0606024";""
1554;"상계동";"상록수2단지";"11350";"2002";"1297";"37.6782155";"127.0519627";""
1555;"상계동";"상계대림";"11350";"1989";"172";"37.6628609";"127.0743923";""
1556;"상계동";"상계현대3차";"11350";"1999";"1063";"37.6714097";"127.0530343";""
1557;"상계동";"불암현대";"11350";"1999";"1293";"37.6677865";"127.0812704";""
1558;"상계동";"수락파크빌";"11350";"2001";"1269";"37.6792495";"127.0568526";""
1559;"상계동";"상계주공5(저층)";"11350";"1987";"721";"37.6527189";"127.0645625";""
1560;"상계동";"상계주공1(고층)";"11350";"1988";"765";"37.647927";"127.0606824";""
1561;"상계동";"상계주공16(고층)";"11350";"1988";"624";"37.6686255";"127.0533712";""
1562;"상계동";"상계주공14(고층)";"11350";"1989";"626";"37.669162";"127.0585888";""
1563;"상계동";"벽산";"11350";"1989";"173-1";"37.6612726";"127.0726949";""
1564;"상계동";"수락산늘푸른";"11350";"2009";"1317";"37.6764776";"127.056924";""
1565;"상계동";"한신4차";"11350";"1995";"995";"37.6728031";"127.0590483";""
1566;"상계동";"은빛1단지";"11350";"1998";"1255";"37.6814892";"127.0537826";""
1567;"상계동";"한신3차";"11350";"1990";"458";"37.6662587";"127.0674235";""
1568;"상계동";"수락리버시티3단지";"11350";"2009";"1312";"37.6876147";"127.0542784";""
1569;"상계동";"상계1차중앙하이츠";"11350";"1997";"1279";"37.653315";"127.0687266";""
1570;"중계동";"동진";"11350";"1988";"103";"37.6521505";"127.0818994";""
1571;"중계동";"중계3우성";"11350";"1999";"585";"37.6524558";"127.0729009";""
1572;"중계동";"중계그린1단지";"11350";"1990";"502-1";"37.644231";"127.0634009";""
1573;"중계동";"현대(3차)";"11350";"1992";"576";"37.6504243";"127.0816951";""
1574;"중계동";"롯데우성아파트";"11350";"1993";"361-1";"37.6468513";"127.0727677";""
1575;"중계동";"주공2";"11350";"1992";"369";"37.6574623";"127.0786935";""
1576;"중계동";"현대(6차)";"11350";"2018";"34-5";"37.6454488";"127.0825043";""
1577;"중계동";"중계무지개";"11350";"1991";"512";"37.6428027";"127.0664601";""
1578;"중계동";"주공7";"11350";"1993";"363-1";"37.6470671";"127.0797284";""
1579;"중계동";"한화꿈에그린";"11350";"2005";"598";"37.6474129";"127.0833005";""
1580;"중계동";"주공6";"11350";"1993";"364-12";"37.6484769";"127.0784226";""
1581;"중계동";"금호타운(583)";"11350";"1997";"583";"37.6469949";"127.0813419";""
1582;"중계동";"상아";"11350";"1989";"505";"37.6387354";"127.0624762";""
1583;"중계동";"중앙하이츠1";"11350";"1998";"161-1";"37.6598466";"127.0765242";""
1584;"중계동";"정진아트리움";"11350";"2008";"137-39";"37.6620064";"127.0755034";""
1585;"월계동";"대우";"11350";"1998";"775";"37.6331527";"127.051441";""
1586;"월계동";"동신";"11350";"1983";"436";"37.6170175";"127.0611858";""
1587;"월계동";"동원베네스트";"11350";"2005";"940";"37.6318189";"127.0584822";""
1588;"월계동";"성원(사슴4)";"11350";"1995";"322-1";"37.6292875";"127.0626221";""
1589;"월계동";"청백3";"11350";"1998";"780";"37.63171579999999";"127.0501179";""
1590;"월계동";"청백4";"11350";"1998";"781";"37.631655";"127.0516345";""
1591;"월계동";"초안산쌍용스윗닷홈";"11350";"2006";"945";"37.630547";"127.0444069";""
1592;"월계동";"한일1";"11350";"1999";"926";"37.6218998";"127.0613646";""
1593;"공릉동";"효성아파트";"11350";"1995";"742";"37.6211531";"127.0882845";""
1594;"공릉동";"서경하누리아파트";"11350";"2005";"493-20";"37.6235332";"127.0726202";""
1595;"공릉동";"효성화운트빌아파트";"11350";"2000";"106";"37.6276618";"127.0867254";""
1596;"공릉동";"우성아파트(102동)";"11350";"2005";"569-28";"37.6222166";"127.07305";""
1597;"공릉동";"길성그랑프리텔아파트";"11350";"2003";"753";"37.6277209";"127.0708643";""
1598;"공릉동";"청솔아파트8";"11350";"2000";"91";"37.6232629";"127.086018";""
1599;"공릉동";"두산힐스빌아파트";"11350";"2000";"747";"37.6210119";"127.0799557";""
1600;"공릉동";"공릉우성아파트";"11350";"1995";"738";"37.6285981";"127.0726411";""
1601;"공릉동";"신도1차아파트";"11350";"2002";"748";"37.6276091";"127.0699367";""
1602;"공릉동";"삼익아파트";"11350";"1997";"690-2";"37.61834229999999";"127.0722735";""
1603;"하계동";"청구";"11350";"1988";"284";"37.6378958";"127.0686347";""
1604;"하계동";"우방";"11350";"1999";"353";"37.6375943";"127.0771679";""
1605;"하계동";"하계1청구";"11350";"1997";"251";"37.6392243";"127.0715448";""
1606;"하계동";"장미(시영6)";"11350";"1989";"273";"37.6336102";"127.0678022";""
1607;"하계동";"건영";"11350";"1988";"271-3";"37.6354318";"127.0644563";""
1608;"상계동";"상계주공6(고층)";"11350";"1988";"720";"37.653688";"127.064743";""
1609;"상계동";"대림";"11350";"1988";"695";"37.6596804";"127.0575729";""
1610;"상계동";"상계주공14(저층)";"11350";"1989";"626";"37.669162";"127.0585888";""
1611;"상계동";"금호타운";"11350";"1995";"1270";"37.6670958";"127.0687856";""
1612;"상계동";"상계주공1(저층)";"11350";"1988";"765";"37.647927";"127.0606824";""
1613;"상계동";"청암2단지";"11350";"2001";"1276";"37.6630759";"127.0786003";""
1614;"상계동";"수락한신";"11350";"1997";"1277";"37.6737992";"127.060022";""
1615;"상계동";"상록수1단지";"11350";"2002";"1296";"37.677088";"127.0514714";""
1616;"상계동";"한일유앤아이";"11350";"2005";"1309";"37.6541806";"127.0710889";""
1617;"상계동";"대창센시티";"11350";"2002";"1302";"37.6713755";"127.0512426";""
1618;"상계동";"상계주공12(고층)";"11350";"1988";"647";"37.6660832";"127.0592794";""
1619;"상계동";"코오롱";"11350";"1997";"1281";"37.6527573";"127.0697648";""
1620;"상계동";"상계주공13(고층)";"11350";"1989";"637";"37.6676435";"127.0620719";""
1621;"상계동";"수락산벨리체";"11350";"2000";"1265";"37.6815142";"127.0565768";""
1622;"상계동";"중계센트럴파크";"11350";"2016";"1322";"37.67480279999999";"127.0730618";""
1623;"중계동";"롯데(505)";"11350";"1989";"505";"37.6387354";"127.0624762";""
1624;"중계동";"주공4";"11350";"1991";"358-2";"37.6554721";"127.0769966";""
1625;"중계동";"신일";"11350";"1998";"589";"37.658358";"127.0747916";""
1626;"중계동";"염광";"11350";"1996";"445";"37.65635839999999";"127.0730439";""
1627;"중계동";"주공5";"11350";"1992";"359-1";"37.6527131";"127.0756028";""
1628;"중계동";"건영2";"11350";"1991";"515-2";"37.64669749999999";"127.0657247";""
1629;"중계동";"건영재건축(586)";"11350";"1998";"586";"37.6615575";"127.0761607";""
1630;"중계동";"현대1(4차)";"11350";"1993";"577";"37.6486053";"127.0848497";""
1631;"중계동";"신동아(366)";"11350";"1993";"366";"37.6519337";"127.0795233";""
1632;"중계동";"한화꿈에그린TheFirst";"11350";"2014";"606";"37.6514398";"127.0831273";""
1633;"중계동";"청구3";"11350";"1996";"360-2";"37.6496758";"127.0745809";""
1634;"월계동";"초안1";"11350";"1998";"923";"37.6328544";"127.0442811";""
1635;"월계동";"녹천역두산위브아파트";"11350";"2017";"950";"37.6277451";"127.0568215";""
1636;"월계동";"롯데캐슬루나";"11350";"2006";"947";"37.6265367";"127.0496774";""
1637;"월계동";"삼호3";"11350";"1986";"13";"37.6244076";"127.0655937";""
1638;"월계동";"삼창";"11350";"1984";"448-3";"37.6182774";"127.0599704";""
1639;"월계동";"삼호4";"11350";"1987";"12";"37.6264682";"127.0643353";""
1640;"월계동";"월계역신도브래뉴";"11350";"2005";"942";"37.6290993";"127.0586774";""
1641;"월계동";"월계흥화브라운빌";"11350";"2004";"939";"37.6315746";"127.0440142";""
1642;"공릉동";"녹주아파트";"11350";"2002";"750";"37.6204142";"127.0727892";""
1643;"공릉동";"대동아파트2";"11350";"1999";"380-1";"37.6265796";"127.0699903";""
1644;"공릉동";"진명비베레";"11350";"2012";"395-7";"37.6253732";"127.0736645";""
1645;"공릉동";"한진아파트";"11350";"2007";"408-23";"37.6253167";"127.0788774";""
1646;"공릉동";"남청파인힐";"11350";"2002";"379-5";"37.6262325";"127.0713416";""
1647;"공릉동";"비콘아파트";"11350";"2004";"755";"37.6217037";"127.0793615";""
1648;"공릉동";"태릉우성아파트";"11350";"1985";"254";"37.6245222";"127.0848052";""
1649;"공릉동";"대아2차아파트";"11350";"2000";"492-1";"37.6231709";"127.0713548";""
1650;"공릉동";"보람노블레스아파트";"11350";"2006";"586-15";"37.621656";"127.0769391";""
1651;"공릉동";"대명아파트";"11350";"1989";"270-71";"37.6201955";"127.0813421";""
1652;"공릉동";"건영아파트";"11350";"1998";"404-3";"37.6245328";"127.0714002";""
1653;"하계동";"한신동성";"11350";"1993";"256-5";"37.6404299";"127.0753313";""
1654;"하계동";"미성";"11350";"1989";"280";"37.6347792";"127.069563";""
1655;"상계동";"상계주공11(고층)";"11350";"1988";"652";"37.665688";"127.0557151";""
1656;"상계동";"한신1차";"11350";"1987";"135";"37.6659209";"127.0687958";""
1657;"상계동";"대동황토방";"11350";"2001";"1284";"37.6573697";"127.0712588";""
1658;"상계동";"상계2차중앙하이츠";"11350";"1998";"1282";"37.655007";"127.0682555";""
1659;"상계동";"청암1단지";"11350";"2001";"1275";"37.66563";"127.0792613";""
1660;"상계동";"충효파크타운";"11350";"2006";"407-7";"37.6604593";"127.0669112";""
1661;"상계동";"상계신동아";"11350";"1995";"463";"37.6671334";"127.0672799";""
1662;"상계동";"중앙하이츠(5지역)";"11350";"1996";"1068";"37.6720607";"127.0517519";""
1663;"상계동";"문수해오름";"11350";"2003";"1303";"37.653884";"127.0702743";""
1664;"중계동";"라이프";"11350";"1993";"366";"37.6519337";"127.0795233";""
1665;"중계동";"부강쉘브르";"11350";"2003";"90-30";"37.6501015";"127.0846738";""
1666;"중계동";"중앙하이츠2";"11350";"1998";"161-1";"37.6598466";"127.0765242";""
1667;"중계동";"삼성";"11350";"1999";"593";"37.6488695";"127.0831376";""
1668;"중계동";"삼창타워주상프라자";"11350";"1997";"584-1";"37.6590511";"127.0728631";""
1669;"중계동";"청구(366)";"11350";"1993";"366";"37.6519337";"127.0795233";""
1670;"중계동";"경남아너스빌";"11350";"2002";"597";"37.6621585";"127.0768549";""
1671;"월계동";"장은하이빌";"11350";"2002";"931";"37.6205971";"127.0618352";""
1672;"월계동";"월계로즈빌(387)";"11350";"2004";"387";"37.6226173";"127.0591353";""
1673;"공릉동";"공릉동 한보에센시티아파트";"11350";"2000";"743";"37.6279793";"127.080272";""
1674;"공릉동";"비선아파트";"11350";"1999";"109";"37.62565170000001";"127.087321";""
1675;"공릉동";"우국리더스빌";"11350";"2006";"757";"37.6260218";"127.070208";""
1676;"공릉동";"삼익4단지아파트";"11350";"1994";"714";"37.6298477";"127.0719356";""
1677;"하계동";"청솔(시영7)";"11350";"1989";"274";"37.6323983";"127.0711142";""
1678;"하계동";"벽산";"11350";"1988";"271-3";"37.6354318";"127.0644563";""
1679;"상계동";"상계불암대림";"11350";"2000";"1289";"37.6631716";"127.0770146";""
1680;"상계동";"우림루미아트1";"11350";"2004";"1306";"37.67463499999999";"127.0560246";""
1681;"상계동";"한양";"11350";"1988";"757";"37.6515825";"127.0672761";""
1682;"상계동";"송이월드B동";"11350";"2004";"1101-33";"37.6759622";"127.0520922";""
1683;"상계동";"노원IPARK";"11350";"2009";"1318";"37.6595599";"127.0691688";""
1684;"중계동";"중계현대2";"11350";"1991";"435-1";"37.6559211";"127.0740319";""
1685;"중계동";"양지마을(대림)1";"11350";"1998";"587";"37.6510805";"127.0704475";""
1686;"중계동";"주공8";"11350";"1993";"362-1";"37.6462151";"127.0751689";""
1687;"중계동";"신안동진";"11350";"1993";"364";"37.649657";"127.0782777";""
1688;"중계동";"코지아뜨리에101";"11350";"2008";"137-28";"37.6619535";"127.0751868";""
1689;"월계동";"세양청마루";"11350";"2005";"943";"37.6206726";"127.0605735";""
1690;"월계동";"주공2";"11350";"1993";"556";"37.6281642";"127.0527347";""
1691;"공릉동";"주완위즈빌2";"11350";"2005";"504-5";"37.62572249999999";"127.0766169";""
1692;"공릉동";"진주브라운";"11350";"2004";"585-7";"37.6217545";"127.0765244";""
1693;"공릉동";"670-7";"11350";"2016";"670-7";"37.6183099";"127.0765239";""
1694;"하계동";"삼익선경";"11350";"1993";"255-1";"37.6389469";"127.076954";""
1695;"상계동";"동양엔파트";"11350";"2003";"1305";"37.6575352";"127.0639274";""
1696;"상계동";"노원현대";"11350";"1997";"359";"37.6586789";"127.0632818";""
1697;"상계동";"대망드림힐1";"11350";"2003";"1304";"37.6760205";"127.0582471";""
1698;"상계동";"노원우성";"11350";"1992";"1251";"37.65792649999999";"127.0650899";""
1699;"상계동";"송이월드A동";"11350";"2004";"1101-2";"37.6760767";"127.0520953";""
1700;"상계동";"미도";"11350";"1988";"766-1";"37.6461282";"127.0608649";""
1701;"상계동";"현대2차";"11350";"1993";"1078";"37.6721481";"127.0503973";""
1702;"상계동";"소담빌";"11350";"2014";"330-29";"37.6564206";"127.0663021";""
1703;"중계동";"건영3";"11350";"1995";"360-15";"37.6485488";"127.0744872";""
1704;"중계동";"이연아마빌레";"11350";"2003";"58-34";"37.6466732";"127.0826036";""
1705;"중계동";"양지마을(대림)2";"11350";"1999";"588";"37.65314";"127.0721422";""
1706;"중계동";"중계3벽산";"11350";"1999";"592";"37.6543472";"127.0734928";""
1707;"중계동";"현대그린";"11350";"1998";"49";"37.6467164";"127.0844502";""
1708;"중계동";"경남";"11350";"1989";"505";"37.6387354";"127.0624762";""
1709;"월계동";"꿈의숲 SK VIEW";"11350";"2016";"949";"37.6277451";"127.0568215";""
1710;"월계동";"대동";"11350";"1997";"925";"37.6218076";"127.0603111";""
1711;"월계동";"우남그랜드";"11350";"2001";"930";"37.6157119";"127.06732";""
1712;"공릉동";"광덕파크빌아파트";"11350";"2003";"752";"37.6225929";"127.0772707";""
1713;"공릉동";"노원 프레미어스 엠코";"11350";"2016";"670-20";"37.6185055";"127.0761919";""
1714;"공릉동";"대주파크빌아파트";"11350";"2003";"751";"37.6209872";"127.0721976";""
1715;"공릉동";"효성아파트";"11350";"1999";"746";"37.6238512";"127.0811351";""
1716;"상계동";"비콘드림힐2";"11350";"2005";"1308";"37.676808";"127.058016";""
1717;"상계동";"양우";"11350";"2002";"1299";"37.6562167";"127.070949";""
1718;"상계동";"비콘드림힐3";"11350";"2005";"1310";"37.6591661";"127.0618805";""
